"company","datacenter_name","datacenter_id","mi_datacenter_id","mi_company_id","facility_owner","street_address","total_UPS_power","net_UPS_power","net_UPS_power_utilized","total_utility_power","PUE","kW_per_rack","total_revenue","year_built","year_operational","quarter_operational","year_retrofitted","year_decommissioned","quarter_decommissioned","operational_status","center_type","tenant_type","county","state_ab","state","zip_code","latitude","longitude"
"Sabey Data Center Properties LLC","Intergate.Seattle-East Building 2","1641","10319259","5208081","Sabey Data Center Properties LLC","3311 South 120th Place (building 2)",8280,7305.26,4655.66,12420,1.5,5.25,8.92,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","King","WA","Washington","98168",47.495063,-122.290932
"Sabey Data Center Properties LLC","Intergate.Seattle-East Building 3","1644","10319263","5208081","Sabey Data Center Properties LLC","3333 South 120th Street (building 3)",7452,7452,7452,11178,1.5,5.25,11.8,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","King","WA","Washington","98168",47.492578,-122.290144
"Sabey Data Center Properties LLC","Intergate.Seattle-East Building 4","1645","10319265","5208081","Sabey Data Center Properties LLC","3433 South 120th Place (building 4)",11250,7500,7500,13500,1.5,5.25,17.82,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Single","King","WA","Washington","98168",47.492977,-122.288877
"Sabey Data Center Properties LLC","Intergate.Seattle-East Building 5","1642","10187340","5208081","Sabey Data Center Properties LLC","3355 35th Avenue South",19320,19320,19320,28980,1.5,5.25,30.6,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","King","WA","Washington","98168",47.49156,-122.28896
"Sabey Data Center Properties LLC","Intergate.Seattle-West Building A","1650","10319279","5208081","Sabey Data Center Properties LLC","12101 Tukwila International Blvd.",12420,5556,2078.4,18630,1.5,5.25,14.16,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","King","WA","Washington","98168",47.494169,-122.294451
"Sabey Data Center Properties LLC","Intergate.Seattle-West Building B","1648","10227452","5208081","Sabey Data Center Properties LLC","12201 Tukwila International Boulevard",4628.27,3428.27,3428.27,6942,1.5,5.25,7.33,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","King","WA","Washington","98168",47.49312,-122.293712
"Sabey Data Center Properties LLC","Intergate.Seattle-West Building C","1649","10319275","5208081","Sabey Data Center Properties LLC","12301 Tukwila International Blvd.",7195.17,7195.17,5396.38,8925,1.5,5.25,8.55,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Single","King","WA","Washington","98168",47.492174,-122.293325
"DSP Real Estate Capital LLC","Interstate Drive","12077","10341545","112179721","DSP Real Estate Capital LLC","16781 Interstate Drive",0,0,0,0,1.3,0,0,NA,NA,NA,NA,NA,NA,"Planned","Wholesale","Multi","Prince William","VA","Virginia","22026",38.58992,-77.317866
"Liberty Coin Farms","Iowa","14398","10362620","133984434","Liberty Coin Farms","1401 Ohio Street",7500,7500,7500,8250,1.1,0,0,2020,2020,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Polk","IA","Iowa","50134",41.60386,-93.61703
"Apple Inc.","Iowa 1","12832","10343874","4004205","Apple Inc.","2995 W. Hickman Road",42103.07,42103.07,42103.07,54733.99,1.3,7,0,2024,2024,3,NA,NA,NA,"Operational","Hyperscale","Single","Dallas","IA","Iowa","50263",41.613788,-93.846507
"Apple Inc.","Iowa 2","12884","10343976","4004205","Apple Inc.","2995 W. Hickman Road",42103.07,42103.07,42103.07,54733.99,1.3,7,0,2025,2025,1,NA,NA,NA,"Operational","Hyperscale","Single","Dallas","IA","Iowa","50263",41.613788,-93.846507
"Apple Inc.","Iowa 3","12949","10346101","4004205","Apple Inc.","2995 W. Hickman Road",0,0,0,54733.99,1.3,0,0,2026,2026,1,NA,NA,NA,"Under Construction","Hyperscale","Single","Dallas","IA","Iowa","50263",41.613788,-93.846507
"Apple Inc.","Iowa 4","12999","10346192","4004205","Apple Inc.","2995 W. Hickman Road",0,0,0,54733.99,1.3,0,0,2027,2027,1,NA,NA,NA,"Planned","Hyperscale","Single","Dallas","IA","Iowa","50263",41.613788,-93.846507
"Apple Inc.","Iowa 5","13036","10346280","4004205","Apple Inc.","2995 W. Hickman Road",0,0,0,54733.99,1.3,0,0,2028,2028,1,NA,NA,NA,"Planned","Hyperscale","Single","Dallas","IA","Iowa","50263",41.613788,-93.846507
"Apple Inc.","Iowa 6","13074","10346351","4004205","Apple Inc.","2995 W. Hickman Road",0,0,0,54733.99,1.3,0,0,2029,2029,1,NA,NA,NA,"Planned","Hyperscale","Single","Dallas","IA","Iowa","50263",41.613788,-93.846507
"neGma Business Solutions","IRV1","1378","10346127","19662801","neGma Business Solutions","4215 N Beltwood Pkwy",300,300,240,480,1.6,5.28,0.54,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Dallas","TX","Texas","75244",32.949513,-96.837456
"Alchemy Communications, Inc.","Irvine","76","10352608","5015256","Alchemy Communications, Inc.","2640 Main St.",3283,3283,2724.89,5000,1.5,5.11,7.85,1989,1989,NA,NA,NA,NA,"Operational","Retail","Multi","Orange","CA","California","92614",33.681111,-117.841858
"Millennium Systems","Irvine","4776","10339283","29370872","Millennium Systems","580 Wald Avenue",75,75,35.25,143,1.9,2.62,0.21,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Orange","CA","California","92618",33.631905,-117.734248
"Verizon Communications Inc.","Irvine","4783","10339302","4057229","Verizon Communications Inc.","17642 Armstrong St",375,375,187.5,638,1.7,2.62,1.05,NA,NA,NA,NA,NA,NA,"Operational","Telco","Multi","Orange","CA","California","92612",33.689305,-117.851198
"Lumen Technologies, Inc.","Irvine Central Office","4775","10339279","4057179","Digital Realty Trust, Inc.","7 Mason",60,60,30,108,1.8,2.1,0.17,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Orange","CA","California","92618",33.644113,-117.721989
"QTS Realty Trust, LLC","Irving 1 DC1 and DC2","2484","10054526","4405219","QTS Realty Trust, LLC","6431 Longhorn Drive",32246.54,32246.54,31601.61,54819.12,1.7,5.03,92.76,2013,2014,3,2014,NA,NA,"Operational","Wholesale","Multi","Dallas","TX","Texas","75063",32.89767,-96.98216
"PowerHouse Data Centers","Irving-1","13401","10343889","107455717","PowerHouse Data Centers","111 Customer Way",0,0,0,30000,1.5,0,0,2027,2027,3,NA,NA,NA,"Planned","Wholesale","Multi","Dallas","TX","Texas","75039",32.888255,-96.940252
"PowerHouse Data Centers","Irving-2","13402","10343898","107455717","PowerHouse Data Centers","111 Customer Way",0,0,0,30000,1.5,0,0,2028,2028,4,NA,NA,NA,"Planned","Wholesale","Multi","Dallas","TX","Texas","75039",32.888255,-96.940252
"PowerHouse Data Centers","Irving-3","13403","10343911","107455717","PowerHouse Data Centers","111 Customer Way",0,0,0,30000,1.5,0,0,2029,2029,4,NA,NA,NA,"Planned","Wholesale","Multi","Dallas","TX","Texas","75039",32.888255,-96.940252
"ISG Technology Inc.","ISG Topeka","4688","10339166","5007508","ISG Technology Inc.","400 SE Jefferson St",2453,2453,1226.5,3924,1.6,5.4,2.94,NA,2013,1,NA,NA,NA,"Operational","Retail","Multi","Shawnee","KS","Kansas","66607",39.052551,-95.666132
"ISG Technology Inc.","ISG Wichita","4705","10339213","5007508","ISG Technology Inc.","3700 W May St",135,135,67.5,216,1.6,5.4,0.16,2012,2013,1,NA,NA,NA,"Operational","Retail","Multi","Sedgwick","KS","Kansas","67213",37.659289,-97.385503
"Genesis Digital Assets Limited","IWS-Anderson  South Carolina","14492","10362712","29495726","Genesis Digital Assets Limited","1649 Pearman Dairy Road",18000,18000,18000,19800,1.1,0,0,2023,2023,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Anderson","SC","South Carolina","29625",34.54128,-82.70354
"Flexential Inc.","JAC1","1538","10319142","4074555","Flexential Inc.","2905 Belfort Rd. Suite 145",2997,2997,1798.2,5095,1.7,12.34,2.33,2000,2000,NA,2007,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32256",30.27306,-81.570805
"Flexential Inc.","JAC2","2785","10177777","4074555","Flexential Inc.","4905 Belfort Road",1427,1427,599.34,2569,1.8,4.99,1.47,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32256",30.24567,-81.581866
"Cellular South, Inc.","Jackson","3737","10346563","4137167","Cellular South, Inc.",NA,50,50,25,75,1.5,3.6,0.1,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Hinds","MS","Mississippi",NA,32.298757,-90.18481
"CleanSpark, Inc.","Jackson","14541","10362761","4988767","Exponential Digital LLC","near 211 Perry Switch Road?",20000,20000,20000,60000,1.1,0,0,2025,2025,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Madison","TN","Tennessee","38301",35.581592,-88.807984
"Lumen Technologies, Inc.","Jackson - Premier","3999","10338800","4057179","Lumen Technologies, Inc.","111 E. Capitol Street",300,300,150,450,1.5,10.5,0.17,NA,2013,1,NA,NA,NA,"Operational","Retail","Single","Hinds","MS","Mississippi","39201",32.299981,-90.18778
"Alphabet Inc.","Jackson County","12601","10167502","4633618","Alphabet Inc.","48809 Alabama Highway 277",40000,40000,40000,52000,1.3,5.13,0,2019,2019,4,NA,NA,NA,"Operational","Hyperscale","Single","Jackson","AL","Alabama","35740",34.913708,-85.74709
"Alphabet Inc.","Jackson County 2","12649","10343599","4633618","Alphabet Inc.","48809 AL Highway 277 or 5784 Co Rd 96",40000,40000,40000,52000,1.3,5.13,0,2020,2020,4,NA,NA,NA,"Operational","Hyperscale","Single","Jackson","AL","Alabama","35740",34.913682,-85.745988
"Windstream Holdings II, LLC","Jacksonville","2230","10320041","4121400","Windstream Holdings II, LLC","421 W. Church St., Suite 709",356,356,39.16,602,1.7,5.28,0.09,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32202",30.331375,-81.662322
"ColoCSX","Jacksonville","2786","10320560","29370115","ColoCSX","550 Water Street",4500,4500,4005,8100,1.8,3.94,12.45,2002,2002,NA,NA,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32202",30.325672,-81.665042
"CxP Data Centers","Jacksonville","2788","10320565","5301842","CxP Data Centers","301 West Bay Street",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2017,3,"Not Operational","Retail","Multi","Duval","FL","Florida","32202",30.327576,-81.662364
"GoRack Data Center","Jacksonville","2790","10320571","19988240","GoRack Data Center","800 Water Street",2800,2800,2240,4480,1.6,7.54,3.63,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32204",30.326982,-81.669168
"Lumen Technologies, Inc.","Jacksonville","2791","10320573","4057179","Lumen Technologies, Inc.","200 West Forsyth Ave.",750,750,607.5,1350,1.8,8.75,0.85,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32202",30.327341,-81.660781
"EdgeConneX","Jacksonville","3691","10181598","117722742","EdgeConneX","6602 Executive Park Court North",2000,2000,820,3000,1.5,9.93,1.07,2015,2015,3,NA,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32207",30.25431,-81.60424
"Lumen Technologies, Inc.","Jacksonville - Premier","3971","10338706","4057179","Lumen Technologies, Inc.","608 W. Adams Street",300,300,240,450,1.5,10.5,0.28,NA,NA,NA,NA,NA,NA,"Operational","Retail","Single","Duval","FL","Florida","32204",30.32892,-81.665188
"MARA Holdings, Inc.","Jamestown  ND","14696","10362908","4356306","MARA Holdings, Inc.","2671 Highway 20 Southeast",33000,33000,33000,36300,1.1,0,0,NA,2023,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Stutsman","ND","North Dakota","58401",47.02694,-98.67978
"Cologix, Inc.","JAX1","2787","10346445","4316056","Cologix, Inc.","421 West Church Street",900,900,900,1620,1.8,3.5,3.15,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32202",30.331375,-81.662322
"TierPoint, LLC","JAX1","2789","10183793","4617160","TierPoint, LLC","8324 Baymeadows Way",4420,4420,442,9000,1.9,2.5,1.1,NA,NA,NA,2014,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32256",30.2167,-81.58155
"Cologix, Inc.","JAX2","343","10317381","4316056","Cologix, Inc.","4800 Spring Park Rd.",3600,3600,2880,5760,1.6,2.1,16.8,2015,2015,NA,NA,NA,NA,"Operational","Retail","Multi","Duval","FL","Florida","32207",30.273166,-81.613869
"Meta Platforms, Inc.","Jeffersonville","12986","10346164","4144156","Meta Platforms, Inc.","International Drive",0,0,0,44200,1.3,0,0,2026,2026,4,NA,NA,NA,"Planned","Hyperscale","Single","Clark","IN","Indiana","47130",38.36875,-85.66746
"Meta Platforms, Inc.","Jeffersonville","12987","10346168","4144156","Meta Platforms, Inc.","International Drive",0,0,0,44200,1.3,0,0,2026,2026,4,NA,NA,NA,"Planned","Hyperscale","Single","Clark","IN","Indiana","47130",38.35685,-85.66376
"Amazon.com, Inc.","Jeffersonville 1","49207",NA,"3001792","Amazon.com, Inc.","Fent Road and State Route 435",0,NA,NA,36000,1.2,NA,0,2027,2027,2,NA,NA,NA,"Planned","Hyperscale","Single","Fayette","OH","Ohio","43031",39.631591,-83.570263
"Amazon.com, Inc.","Jeffersonville 2","49208",NA,"3001792","Amazon.com, Inc.","Milledgeville-Jeffersonville Road and Ol",0,NA,NA,36000,1.2,NA,0,2027,2027,4,NA,NA,NA,"Planned","Hyperscale","Single","Fayette","OH","Ohio","43031",39.623734,-83.557267
"CleanSpark, Inc.","Jellico","14433","10362653","4988767","CleanSpark, Inc.","131 & 181 Douglas Lane",20000,20000,20000,22000,1.1,0,0,2022,2024,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Campbell","TN","Tennessee","37762",36.576944,-84.110033
"Crown Castle Inc.","Jersey City","11075","10341571","4417219","AEGON Services (Dublin) Limited","1 Evertrust Plaza",100,100,63,200,1.8,3.5,0,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Hudson","NJ","New Jersey","07302",40.718347,-74.038066
"QTS Realty Trust, LLC","Jersey City 1","1604","10054529","4405219","Columbia Property Trust, Inc.","95 Christopher Columbus Drive",3800,3800,3040,10000,1.4,3.5,10.42,2006,2006,NA,NA,NA,NA,"Operational","Wholesale","Multi","Hudson","NJ","New Jersey","07302",40.71883,-74.04232
"Digital Realty Trust, Inc.","JFK12-B","4760","10339245","4094311","Digital Realty Trust, Inc.","60 Hudson St., Floor 5",3600,3600,2880,6480,1.8,3.5,2.81,2014,2014,4,NA,NA,NA,"Operational","Retail","Multi","New York","NY","New York","10016",40.717729,-74.010886
"Digital Realty Trust, Inc.","JFK13","2008","10319695","4094311","Digital Realty Trust, Inc.","32 Avenue of the Americas 24th floor (meet me room), 10th floor",1225,1225,710.5,9500,1.7,1.23,1.98,2000,2000,NA,NA,NA,NA,"Operational","Retail","Multi","New York","NY","New York","10013",40.719877,-74.006865
"Evocative, Inc.","JFK2","893","10183354","5068066","Evocative, Inc.","480 North Bedford Plaza",3750,3750,3600,6375,1.7,5.25,8.23,2009,2009,NA,NA,NA,NA,"Operational","Retail","Multi","Westchester","NY","New York","10514",41.1807,-73.75491
"Blackstone Real Estate Income Trust, Inc.","John Marshall Highway 15395/DC-11","7623","73976","4785368","Blackstone Real Estate Income Trust, Inc.","15395 John Marshall Highway",20428.1,20428.1,20428.1,26557,1.3,6.5,3.49,2014,2014,1,NA,NA,NA,"Operational","Powered Shell","Single","Prince William","VA","Virginia","20169",38.81542,-77.6488
"Alphabet Inc.","Johnstown Building A","49242",NA,"4633618","Alphabet Inc.","2677 Harrison Road Northwest",NA,NA,NA,NA,1.3,NA,0,NA,NA,NA,NA,NA,NA,"Planned","Hyperscale","Single","Licking","OH","Ohio","43031",40.094868,-82.737761
"Skynet Communications LLC","JSLLC Bozeman","13334","10343341","118440545","Skynet Communications LLC","101 East Mendenhall Street Johnson Building, Suite C",100,100,63,150,1.8,3.5,0,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Gallatin","MT","Montana","59715",45.680626,-111.035395
"Segra","Kannapolis NC","1426","10319041","106272508","Segra","465 Charles Babbage Ln",2282.4,2282.4,1940.04,4050,1.8,5.4,3.05,2015,2015,3,NA,NA,NA,"Operational","Retail","Multi","Cabarrus","NC","North Carolina","28081",35.498202,-80.624322
"LightEdge Solutions, Inc.","Kansas City","2691","10320483","5035636","Hunt Midwest Enterprises, Inc.","9050 NE Underground Drive, Pillar 312",5100,5100,2499,8550,1.9,5.25,6.43,2014,2014,2,NA,NA,NA,"Operational","Retail","Multi","Clay","MO","Missouri","64161",39.15912,-94.471348
"Netrality Property Trust, LLC","Kansas City","3669","10185509","19185588","Netrality Property Trust, LLC","1102 Grand Boulevard",11250,11250,10125,20000,1.9,5.25,16.39,NA,NA,NA,2013,NA,NA,"Operational","Retail","Multi","Jackson","MO","Missouri","64106",39.10087,-94.58117
"TierPoint, LLC","Kansas City","3670","10183802","4617160","TierPoint, LLC","10801 North Amity Avenue",900,900,675,2242,1.8,4.28,1.34,1983,1983,NA,2007,NA,NA,"Operational","Retail","Multi","Platte","MO","Missouri","64153",39.290152,-94.6851
"Holly Data Center","Kansas City","3671","10338430","29449374","Holly Data Center","2401 Holly Street",0,0,0,0,2,0,0,NA,NA,NA,NA,2018,2,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64108",39.083814,-94.598279
"Joes Datacenter","Kansas City","3672","10338433","29370539","Joes Datacenter","1325 Tracy Avenue",360,360,270,800,2,2.1,1.09,NA,NA,NA,2013,NA,NA,"Operational","Retail","Single","Jackson","MO","Missouri","64106",39.097212,-94.567238
"Netsolus.com, LLC","Kansas City","3677","10338450","13672790","IP Pathways, LLC","Oak Tower, 324 E 11th Street",1650,1650,1155,3200,1.9,5.25,2.97,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Jackson","MO","Missouri","64106",39.101138,-94.578927
"NetStandard Inc.","Kansas City","4844","10339383","5171624","NetStandard Inc.","2000 Merriam Lane",2025,2025,1012.5,4000,1.9,5.25,4.63,2014,2014,3,NA,NA,NA,"Operational","Retail","Multi","Wyandotte","KS","Kansas","66106",39.049576,-94.652663
"Alphabet Inc.","Kansas City","13000","10340643","4633618","Alphabet Inc.","Interstate 435 Northeast Parvin Road",0,0,0,176000,1.1,0,0,2027,2027,1,NA,NA,NA,"Planned","Hyperscale","Single","Clay","MO","Missouri","64161",39.17643,-94.46093
"Windstream Holdings II, LLC","Kansas City 1","4846","10339387","4121400","Windstream Holdings II, LLC","1125 Grand St",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2015,3,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64106",39.100092,-94.580114
"Windstream Holdings II, LLC","Kansas City 2","4847","10339390","4121400","Windstream Holdings II, LLC","1425 Oak St",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2015,3,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64106",39.096422,-94.57808
"Alphabet Inc.","Kansas City 2","13052","10346315","4633618","Alphabet Inc.","Interstate 435 Northeast Parvin Road",0,0,0,176000,1.1,0,0,2028,2028,2,NA,NA,NA,"Planned","Hyperscale","Single","Clay","MO","Missouri","64161",39.17643,-94.46093
"Alphabet Inc.","Kansas City 3","13082","10346368","4633618","Alphabet Inc.","Interstate 435 Northeast Parvin Road",0,0,0,176000,1.1,0,0,2029,2029,2,NA,NA,NA,"Planned","Hyperscale","Single","Clay","MO","Missouri","64161",39.17643,-94.46093
"Alphabet Inc.","Kansas City 4","14285","10362510","4633618","Alphabet Inc.","North Arlington Avenue",0,0,0,176000,1.1,0,0,2029,2029,2,NA,NA,NA,"Planned","Hyperscale","Single","Clay","MO","Missouri","64161",39.184019,-94.471333
"Lumen Technologies, Inc.","Kansas City E 19th Street","3676","10338447","4057179","Lumen Technologies, Inc.","1212 E 19th Street",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2021,1,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64108",39.090629,-94.568407
"Lumen Technologies, Inc.","Kansas City Grand - Premier","3675","10338443","4057179","Netrality Property Trust, LLC","1102 Grand Avenue",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2021,1,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64106",39.100809,-94.581104
"Lumen Technologies, Inc.","Kansas City Grand - Premier","3997","10338792","4057179","Netrality Property Trust, LLC","1102 Grand Avenue",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2021,1,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64106",39.100809,-94.581104
"Lumen Technologies, Inc.","Kansas City Main Street - Premier","3673","10338436","4057179","Lumen Technologies, Inc.","1100 Main Street",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2021,1,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64105",39.100639,-94.58356
"Lumen Technologies, Inc.","Kansas City Main Street - Premier","3996","10338789","4057179","Lumen Technologies, Inc.","1100 Main Street",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2021,1,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64105",39.100639,-94.58356
"Lumen Technologies, Inc.","Kansas City Walnut Street","3674","10338439","4057179","Lumen Technologies, Inc.","1100 Walnut Street",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2021,1,"Not Operational","Retail","Multi","Jackson","MO","Missouri","64105",39.097829,-94.581547
"EdgeConneX","Katy","3770","10338539","117722742","StratITsphere Data Center Solutions LLC","1510 Primewest Pkwy",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2016,3,"Not Operational","Retail","Multi","Harris","TX","Texas","77449",29.794636,-95.745204
"Iron Mountain Data Centers, LLC","KC1","4675","10339145","14145508","Iron Mountain Data Centers, LLC","6301 Winchester Ave. Suite 817",7425,7425,5568.75,12000,1.6,5.25,12.73,2009,2014,3,NA,NA,NA,"Operational","Retail","Multi","Jackson","MO","Missouri","64133",39.010101,-94.504132
"MARA Holdings, Inc.","Kearney  NE","14387","10362609","4356306","MARA Holdings, Inc.","Global Drive",1e+05,1e+05,1e+05,110000,1.1,0,0,2019,2019,3,NA,NA,NA,"Operational","Cryptocurrency","Single","Buffalo","NE","Nebraska","68847",40.72603,-99.03828
"Switch, Inc.","KEEP 2.0 Atlanta North 01","11500","10341875","5078010","Switch, Inc.","Old Alabama Rd, Bates Rd",19876.33,19876.33,19876.33,29814.49,1.5,5.25,19.08,2025,2025,1,NA,NA,NA,"Operational","Wholesale","Multi","Bartow","GA","Georgia","30120",34.116526,-84.832245
"Offsite, LLC","Kenosha 1","3619","10338324","7537973","Offsite, LLC","3618 8th Ave.",625,625,562.5,1125,1.8,4.38,2.6,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Kenosha","WI","Wisconsin","53140",42.603784,-87.822237
"Offsite, LLC","Kenosha 2","3620","10338327","7537973","Offsite, LLC","3618 8th Ave.",625,625,568.75,1125,1.8,4.38,1.91,NA,2012,1,NA,NA,NA,"Operational","Retail","Multi","Kenosha","WI","Wisconsin","53140",42.603784,-87.822237
"Blockware Solutions LLC","Kentucky","14442","10362662","20294048","Blockware Solutions LLC","676 Long Branch Road",20000,20000,20000,23000,1.1,0,0,2022,2022,2,NA,NA,NA,"Operational","Cryptocurrency","Single","Pike","KY","Kentucky","41514",37.667437,-82.346562
"Discover AI LLC","Kentucky","14443","10362663","133980816","Discover AI LLC","1655 Long Fork Road",13636.36,13636.36,13636.36,15000,1.1,0,0,2022,2022,2,NA,NA,NA,"Operational","Cryptocurrency","Single","Pike","KY","Kentucky","41539",37.469705,-82.273052
"Umine LLC","Kentucky","14466","10362686","133869863","Umine LLC","165 McCammon Ridge Road",9090.91,9090.91,9090.91,20000,1.1,0,0,2022,2022,4,NA,NA,NA,"Operational","Cryptocurrency","Single","Jackson","KY","Kentucky","40447",37.428621,-83.986083
"Bit Digital, Inc.","Kentucky","14623","10362837","9001286","Soluna Holdings, Inc.","445 Poor Farm Road",10000,10000,10000,11000,1.1,0,0,NA,2021,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Calloway","KY","Kentucky","42071",36.64514,-88.385825
"Exponential Digital LLC","Kentucky","14661","10362874","123506392","Exponential Digital LLC","State Highway 522",0,0,0,0,1.1,0,0,NA,NA,NA,NA,NA,NA,"Planned","Cryptocurrency","Single","Harlan","KY","Kentucky","40823",36.97011,-83.01861
"Riot Platforms, Inc.","Kentucky 1","14434","10362654","4810605","Riot Platforms, Inc.","5657 Commerce Drive",23000,23000,23000,40000,1.1,0,0,2022,2022,1,NA,NA,NA,"Operational","Cryptocurrency","Single","McCracken","KY","Kentucky","42001",37.088836,-88.703192
"Riot Platforms, Inc.","Kentucky 2","14728","10362940","4810605","Riot Platforms, Inc.",NA,0,0,0,0,1.1,0,0,NA,NA,NA,NA,NA,NA,"Planned","Cryptocurrency","Single","Marshall","KY","Kentucky","42029",37.0501,-88.34624
"Riot Platforms, Inc.","Kentucky 3","14546","10362766","4810605","Riot Platforms, Inc.","behind 3625 Coleman Road",0,0,0,0,1.1,0,0,2025,NA,NA,NA,NA,NA,"Planned","Cryptocurrency","Single","McCracken","KY","Kentucky","42001",37.089572,-88.679671
"TECfusions Inc","Keystone Connect 1 (building C)","15374","10366917","125813904","TECfusions Inc",NA,NA,NA,NA,104000,1.2,NA,0,NA,2027,1,NA,NA,NA,"Planned","Wholesale",NA,"Westmoreland","PA","Pennsylvania","15068",40.54526,-79.6473
"TECfusions Inc","Keystone Connect 2 (building J)","15375","10366918","125813904","TECfusions Inc",NA,NA,NA,NA,NA,1.2,NA,0,2027,2027,1,NA,NA,NA,"Planned","Wholesale","Multi","Westmoreland","PA","Pennsylvania","15069",40.546546,-79.646085
"Element Critical","Kifer Road","4813","10187152","8383681","Element Critical","1360 Kifer Road",4000.1,4000.1,3600.09,20000,1.3,5.38,6.1,2015,2015,2,NA,NA,NA,"Operational","Wholesale","Multi","Santa Clara","CA","California","94086",37.37163,-121.987566
