"company","datacenter_name","datacenter_id","mi_datacenter_id","mi_company_id","facility_owner","street_address","total_UPS_power","net_UPS_power","net_UPS_power_utilized","total_utility_power","PUE","kW_per_rack","total_revenue","year_built","year_operational","quarter_operational","year_retrofitted","year_decommissioned","quarter_decommissioned","operational_status","center_type","tenant_type","county","state_ab","state","zip_code","latitude","longitude"
"Genesis Digital Assets Limited","Pacolet  South Carolina","14493","10362713","29495726","Genesis Digital Assets Limited",NA,6000,6000,6000,6600,1.1,0,0,2023,2023,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Spartanburg","SC","South Carolina","29372",34.90058,-81.7648
"Griffin Blockchain Services","Paducah","14405","10362626","134655817","Griffin Blockchain Services","322 North 3rd Street",0,0,0,0,1.1,0,0,2021,2021,1,NA,2022,2,"Not Operational","Cryptocurrency","Single","McCracken","KY","Kentucky","42001",37.090057,-88.598395
"Skae Power Solutions, Llc","Palisades Data Center","1792","10346403","12294424","Skae Power Solutions, Llc","348 Route 9W",1000,1000,550,1700,1.7,3.5,1.89,2011,2011,1,NA,NA,NA,"Operational","Wholesale","Multi","Rockland","NY","New York","10964",41.02135,-73.919387
"Windstream Holdings II, LLC","Palm River (Tampa)","2235","10320054","4121400","Windstream Holdings II, LLC","515 US Highway 301 South",240,240,194.4,400,1.6,4.02,0.68,NA,2013,1,NA,NA,NA,"Operational","Retail","Multi","Hillsborough","FL","Florida","33619",27.94599,-82.354359
"Salcido Enterprises, LLC","Pangborn","14367","10362589","5327653","Salcido Enterprises, LLC",NA,10000,10000,10000,11000,1.1,0,0,2018,2018,2,NA,NA,NA,"Operational","Cryptocurrency","Single","Douglas","WA","Washington",NA,47.62705,-120.22287
"Bitfarms Ltd.","Panther Creek","14416","10362636","9388797","Bitfarms Ltd.",NA,90000,90000,90000,99000,1.1,0,0,2021,2021,4,NA,NA,NA,"Operational","Cryptocurrency","Single","McDowell","WV","West Virginia","24872",37.48333,-81.89631
"Alphabet Inc.","Papillon building 1","12669","10259387","4633618","Alphabet Inc.","14706 Schram Road",30000,30000,30000,78000,1.3,7,0,2021,2021,1,NA,NA,NA,"Operational","Hyperscale","Single","Sarpy","NE","Nebraska",NA,41.13491,-96.14435
"Alphabet Inc.","Papillon building 2","12670","10343636","4633618","Alphabet Inc.","14706 Schram Road",30000,30000,30000,78000,1.3,7,0,2021,2021,1,NA,NA,NA,"Operational","Hyperscale","Single","Sarpy","NE","Nebraska","68138",41.13442,-96.1458
"Alphabet Inc.","Papillon building 3","12671","10343638","4633618","Alphabet Inc.","14706 Schram Road",30000,30000,30000,78000,1.3,7,0,2021,2021,1,NA,NA,NA,"Operational","Hyperscale","Single","Sarpy","NE","Nebraska","68138",41.13442,-96.1458
"COPT Defense Properties","Paragon Park-DC21","7621","10134586","103010","COPT Defense Properties","45295 West Severn Way",18571,18571,18571,24143,1.3,6.5,1.31,2014,2014,4,NA,NA,NA,"Operational","Powered Shell","Single","Loudoun","VA","Virginia","20166",39.02027,-77.43352
"COPT Defense Properties","Paragon Park-DC22","7618","10139117","103010","COPT Defense Properties","45305 West Severn Way",14856.8,14856.8,14856.8,19314,1.3,6.5,1.05,2017,2017,4,NA,NA,NA,"Operational","Powered Shell","Single","Loudoun","VA","Virginia","20166",39.020652,-77.43467
"Stack Infrastructure, Inc.","Parcel 3C?","10822","10341365","5285353","Stack Infrastructure, Inc.","9720 Innovation Drive",37927.35,37927.35,37927.35,71000,1.3,6.81,86.27,2024,2024,4,NA,NA,NA,"Operational","Wholesale","Single","Prince William","VA","Virginia","20109",38.746881,-77.52297
"COPT Defense Properties","Parkstone A","7610","10205235","103010","COPT Defense Properties","Parkstone Drive Conference Center Drive",12000,12000,12000,25000,1.3,3.5,1.57,2022,2023,2,NA,NA,NA,"Operational","Powered Shell","Single","Fairfax","VA","Virginia",NA,38.87463,-77.46317
"COPT Defense Properties","Parkstone B","7611","10205236","103010","COPT Defense Properties","5140 Parkstone Drive",12000,12000,12000,25000,1.3,3.5,1.57,2024,2024,1,NA,NA,NA,"Operational","Powered Shell","Single","Loudoun","VA","Virginia",NA,39.043756,-77.487441
"Matan Companies, LLLP","Parkway 66","7645","10340504","5822500","Matan Companies, LLLP","7413 Cushing Road",0,0,0,0,1.5,0,0,NA,NA,NA,NA,NA,NA,"Planned","Wholesale","Multi","Prince William","VA","Virginia","20109",38.793247,-77.560072
"Parsec Data Management, Inc.","Parsec Billings","13328","10343250","13738580","Parsec Data Management, Inc.","3450 Gabel Road",533,533,335.79,800,1.8,2.05,0,2008,2008,4,NA,NA,NA,"Operational","Retail","Multi","Yellowstone","MT","Montana","59102",45.742701,-108.603203
"Cohere Cyber Secure","Parsippany","7894","10340580","29369403","Cologix, Inc.","200 Webro Rd.",0,0,0,0,1.6,0,0,2011,2011,1,NA,2023,3,"Not Operational","Retail","Multi","Morris","NJ","New Jersey","07054",40.857221,-74.418762
"Microsoft Corporation","Pataskala","14029","10362373","4004214","Microsoft Corporation","near 1249 Refugee Road",0,0,0,0,1.3,0,0,NA,NA,NA,NA,NA,NA,"Land Held","Hyperscale","Multi","Licking","OH","Ohio","43062",39.975578,-82.711951
"COPT Defense Properties","Patriot Point-DC16","4659","10111252","103010","COPT Defense Properties","Gloucester Parkway Loudoun County Parkway",15372.7,15372.7,15372.7,19985,1.3,6.5,1.08,2016,2016,2,NA,NA,NA,"Operational","Powered Shell","Single","Loudoun","VA","Virginia","20166",39.02644,-77.45154
"COPT Defense Properties","Patriot Point-DC17","4660","10111253","103010","COPT Defense Properties","Gloucester Parkway Loudoun County Parkway",15372.7,15372.7,15372.7,19985,1.3,6.5,1.08,2016,2016,3,NA,NA,NA,"Operational","Powered Shell","Single","Loudoun","VA","Virginia","20166",39.0264,-77.45168
"Meta Platforms, Inc.","PCI 2","12593","10343546","4144156","Meta Platforms, Inc.","100 Share Way Northwest",32900.4,32900.4,32900.4,42770.52,1.3,7,0,2022,2022,2,NA,NA,NA,"Operational","Hyperscale","Single","Polk","IA","Iowa","50009",41.6642,-93.51475
"Meta Platforms, Inc.","PCI 3","12736","10343732","4144156","Meta Platforms, Inc.","100 Share Way Northwest",28000,28000,28000,36400,1.3,7,0,2022,2022,4,NA,NA,NA,"Operational","Hyperscale","Single","Polk","IA","Iowa","50009",41.6642,-93.51475
"Meta Platforms, Inc.","PCI 4","12737","10343734","4144156","Meta Platforms, Inc.","100 Share Way Northwest",14000,14000,14000,18200,1.3,7,0,2023,2023,2,NA,NA,NA,"Operational","Hyperscale","Single","Polk","IA","Iowa","50009",41.6642,-93.51475
"Meta Platforms, Inc.","PCI 5","12815","10343837","4144156","Meta Platforms, Inc.","100 Share Way Northwest",28000,28000,28000,36400,1.3,0,0,2023,2023,1,NA,NA,NA,"Operational","Hyperscale","Single","Polk","IA","Iowa","50009",41.6642,-93.51475
"Meta Platforms, Inc.","PCI 6","48118",NA,"4144156","Meta Platforms, Inc.","2500 Share Way NW",28000,28000,28000,36400,1.3,0,0,2024,2024,1,NA,NA,NA,"Operational","Hyperscale","Single","Polk","IA","Iowa","50009",41.675892,-93.50524
"Provdotnet, LLC","PDC1","4725","10338614","19978217","Provdotnet, LLC","1155 Westminster St",750,750,375,1125,1.5,5.4,0.9,2015,2015,4,NA,NA,NA,"Operational","Retail","Multi","Providence","RI","Rhode Island","02909",41.817467,-71.427745
"Aligned Data Centers (Phoenix), LLC","PDX-01","10931","10259649","12727224","Aligned Data Centers (Phoenix), LLC","Northeast 30th Avenue Northeast Evergreen Road",0,0,0,72000,1.2,0,0,2026,2026,2,NA,NA,NA,"Under Construction","Wholesale","Multi","Washington","OR","Oregon","97124",45.55155,-122.94787
"Aligned Data Centers (Phoenix), LLC","PDX-02","10932","10259657","12727224","Aligned Data Centers (Phoenix), LLC","2500 West Union Hills Drive",0,0,0,36000,1.2,0,0,2027,2027,3,NA,NA,NA,"Planned","Wholesale","Multi","Maricopa","AZ","Arizona","97124",33.65852,-112.11071
"Amazon.com, Inc.","PDX01 (Boardman Port of Morrow)","12412","10343307","3001792","Amazon.com, Inc.","73575 Lewis & Clark Drive",25000,25000,25000,32750,1.3,8.75,0,2011,2011,3,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97844",45.85087,-119.63057
"Amazon.com, Inc.","PDX02 Port of Umatilla (McNary)","12428","10343346","3001792","Amazon.com, Inc.","2400 Beach Access Road",33750,33750,33750,39000,1.3,11.81,0,2012,2012,4,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97882",45.91643,-119.26723
"Lunavi, Inc.","PDX1","3043","10338298","5228293","Digital Fortress Holdings, Inc.","9705 SW Sunshine Ct.",0,0,0,0,1.9,0,0,1998,2014,1,2010,2020,3,"Not Operational","Retail","Multi","Washington","OR","Oregon","97005",45.4763,-122.776206
"Amazon.com, Inc.","PDX109","14320","10362543","3001792","Amazon.com, Inc.","75242 Gar Swanson Drive",50000,50000,50000,65000,1.3,10.96,0,2022,2022,4,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.858735,-119.605065
"Digital Realty Trust, Inc.","PDX11-A","2010","10319702","4094311","Digital Realty Trust, Inc.","6675 NE 62nd Ave",12000.15,12000.15,12000.15,40000,1.3,3.22,35.5,2020,2020,3,NA,NA,NA,"Operational","Wholesale","Multi","Washington","OR","Oregon","97124",45.565059,-122.91974
"Amazon.com, Inc.","PDX110","14323","10362546","3001792","Amazon.com, Inc.","75246 Gar Swanson Drive",50000,50000,50000,65000,1.3,10.96,0,2023,2023,3,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.860072,-119.605013
"Amazon.com, Inc.","PDX111","14324","10362547","3001792","Amazon.com, Inc.","7525 Gar Swanson Drive",50000,50000,50000,65000,1.3,10.96,0,2023,2023,3,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.860937,-119.605038
"Amazon.com, Inc.","PDX112","14326","10362549","3001792","Amazon.com, Inc.","75254 Gar Swanson Drive",50000,50000,50000,65000,1.3,10.96,0,2024,2024,1,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.862345,-119.605083
"Digital Realty Trust, Inc.","PDX12-B","8344","10340795","4094311","Digital Realty Trust, Inc.","5870 NE Schaaf St",12000,12000,12000,40000,1.3,3.6,35.5,2023,2023,4,NA,NA,NA,"Operational","Wholesale","Multi","Washington","OR","Oregon","97124",45.519948,-122.936661
"Amazon.com, Inc.","PDX120","14344","10362567","3001792","Amazon.com, Inc.","Wanapa Road",0,0,0,NA,1.3,0,0,NA,NA,NA,NA,NA,NA,"Planned","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.9213,-119.260254
"Amazon.com, Inc.","PDX130","14321","10362544","3001792","Amazon.com, Inc.","3482 Wanapa Road",50000,50000,50000,65000,1.3,10.96,0,2023,2023,1,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.920657,-119.231836
"Amazon.com, Inc.","PDX131","14322","10362545","3001792","Amazon.com, Inc.","3483 Wanapa Road",50000,50000,50000,65000,1.3,10.96,0,2023,2023,1,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.920657,-119.229991
"Amazon.com, Inc.","PDX132","14327","10362550","3001792","Amazon.com, Inc.","3484 Wanapa Road",50000,50000,50000,65000,1.3,10.96,0,2024,2024,1,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.920657,-119.228853
"Amazon.com, Inc.","PDX133","14334","10362557","3001792","Amazon.com, Inc.","3485 Wanapa Road",50000,50000,50000,65000,1.3,10.96,0,2025,2025,1,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.920657,-119.2269
"Amazon.com, Inc.","PDX138","14325","10362548","3001792","Amazon.com, Inc.","998 East Penney Avenue",50000,50000,50000,65000,1.3,11.32,0,2024,2024,1,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97818",45.808304,-119.268611
"Amazon.com, Inc.","PDX139","14338","10362561","3001792","Amazon.com, Inc.","994 East Penney Avenue",0,0,0,65000,1.3,0,0,2025,2025,4,NA,NA,NA,"Under Construction","Hyperscale","Single","Umatilla","OR","Oregon","97818",45.80962,-119.268654
"Amazon.com, Inc.","PDX140","14342","10362565","3001792","Amazon.com, Inc.","982 East Penney Avenue",0,0,0,65000,1.3,0,0,2026,2026,4,NA,NA,NA,"Planned","Hyperscale","Single","Umatilla","OR","Oregon","97818",45.810591,-119.268606
"Amazon.com, Inc.","PDX141","14343","10362566","3001792","Amazon.com, Inc.","976 East Penney Avenue",0,0,0,65000,1.3,0,0,2027,2027,4,NA,NA,NA,"Planned","Hyperscale","Single","Umatilla","OR","Oregon","97818",45.811617,-119.26862
"Amazon.com, Inc.","PDX170","14333","10362556","3001792","Amazon.com, Inc.","7534 Gar Swanson Drive/Internet Parkway",50000,50000,50000,65000,1.3,10.96,0,2024,2024,4,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.862345,-119.605083
"Amazon.com, Inc.","PDX171","14336","10362559","3001792","Amazon.com, Inc.","7534 Gar Swanson Drive/Internet Parkway",0,0,0,65000,1.3,0,0,2025,2025,3,NA,NA,NA,"Under Construction","Hyperscale","Single","Morrow","OR","Oregon","97818",45.862345,-119.605083
"Amazon.com, Inc.","PDX172","14339","10362562","3001792","Amazon.com, Inc.","7534 Gar Swanson Drive/Internet Parkway",0,0,0,65000,1.3,0,0,2025,2025,4,NA,NA,NA,"Under Construction","Hyperscale","Single","Morrow","OR","Oregon","97818",45.862345,-119.605083
"Amazon.com, Inc.","PDX174","14340","10362563","3001792","Amazon.com, Inc.","7534 Gar Swanson Drive/Internet Parkway",0,0,0,65000,1.3,0,0,2026,2026,2,NA,NA,NA,"Under Construction","Hyperscale","Single","Morrow","OR","Oregon","97818",45.862345,-119.605083
"Amazon.com, Inc.","PDX178","14332","10362555","3001792","Amazon.com, Inc.","7786 Bombing Range Road",50000,50000,50000,65000,1.3,11.1,0,2024,2024,3,NA,NA,NA,"Operational","Hyperscale","Multi","Morrow","OR","Oregon","97818",45.819976,-119.632095
"Amazon.com, Inc.","PDX179","14330","10362553","3001792","Amazon.com, Inc.","77872 Bombing Range Road",50000,50000,50000,65000,1.3,11.1,0,2024,2024,3,NA,NA,NA,"Operational","Hyperscale","Multi","Morrow","OR","Oregon","97818",45.818834,-119.632023
"Amazon.com, Inc.","PDX180","14331","10362554","3001792","Amazon.com, Inc.","Bombing Range Road",50000,50000,50000,65000,1.3,11.1,0,2024,2024,3,NA,NA,NA,"Operational","Hyperscale","Multi","Morrow","OR","Oregon","97818",45.81996,-119.637276
"Amazon.com, Inc.","PDX181","14329","10362552","3001792","Amazon.com, Inc.","Bombing Range Road",50000,50000,50000,65000,1.3,11.1,0,2024,2024,3,NA,NA,NA,"Operational","Hyperscale","Multi","Morrow","OR","Oregon","97818",45.81875,-119.637421
"Amazon.com, Inc.","PDX194","14328","10362551","3001792","Amazon.com, Inc.","8939 Powerline Road",50000,50000,50000,65000,1.3,10.96,0,2024,2024,2,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.879616,-119.341831
"Amazon.com, Inc.","PDX195","14335","10362558","3001792","Amazon.com, Inc.","8939 Powerline Road",50000,50000,50000,65000,1.3,10.96,0,2025,2025,1,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.882514,-119.341703
"Amazon.com, Inc.","PDX196","14337","10362560","3001792","Amazon.com, Inc.","8939 Powerline Road",0,0,0,62280,1.3,0,0,2025,2025,4,NA,NA,NA,"Under Construction","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.879675,-119.339986
"Amazon.com, Inc.","PDX197","14341","10362564","3001792","Amazon.com, Inc.","8939 Powerline Road",0,0,0,62280,1.3,0,0,2026,2026,3,NA,NA,NA,"Planned","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.882646,-119.339857
"Amazon.com, Inc.","PDX50","12431","10341009","3001792","Amazon.com, Inc.","73577 Lewis and Clark Drive",0,0,0,0,1.3,0,0,2012,NA,NA,NA,NA,NA,"Planned","Hyperscale","Single","Morrow","OR","Oregon","97818",45.85216,-119.62992
"Amazon.com, Inc.","PDX52","12446","10343370","3001792","Amazon.com, Inc.","79539 Rippee Road",20000,20000,20000,26000,1.3,7,0,2013,2013,4,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.84045,-119.65494
"Amazon.com, Inc.","PDX53","12400","10343283","3001792","Amazon.com, Inc.","3200 Beach Access Road",6000,6000,6000,7800,1.3,10.5,0,NA,NA,NA,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97882",45.91721,-119.26771
"Amazon.com, Inc.","PDX54","12401","10343286","3001792","Amazon.com, Inc.","3250 Beach Access Road",6000,6000,6000,7800,1.3,10.5,0,NA,NA,NA,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97882",45.92227,-119.26638
"Amazon.com, Inc.","PDX55","12459","10343396","3001792","Amazon.com, Inc.","79539 Rippee Road",25000,25000,25000,32500,1.3,9.72,0,2014,2014,4,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.84164,-119.6548
"Amazon.com, Inc.","PDX56","12526","10338748","3001792","Amazon.com, Inc.","79541 Rippee Road",24000,24000,24000,36000,1.3,10.5,0,2017,2017,2,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.84119,-119.655371
"Amazon.com, Inc.","PDX57","12549","10343500","3001792","Amazon.com, Inc.","2400 Beach Access Road",25599.9,25599.9,25599.9,38400,1.3,10.5,0,2018,2018,1,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97882",45.914154,-119.267704
"Amazon.com, Inc.","PDX58","14308","10362531","3001792","Amazon.com, Inc.","75288 Lewis & Clark Dr",32000,32000,32000,47500,1.3,6.71,0,2019,2019,1,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.846656,-119.603622
"Amazon.com, Inc.","PDX59","12580","10343531","3001792","Amazon.com, Inc.","2400 Beach Access Road",27390,27390,27390,41085,1.3,10.5,0,2019,2019,1,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97882",45.913595,-119.26767
"Amazon.com, Inc.","PDX60","14309","10362532","3001792","Amazon.com, Inc.","75294 Lewis & Clark Dr",42300,42300,42300,55000,1.3,9.08,0,2020,2020,1,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.846746,-119.605484
"Amazon.com, Inc.","PDX61","12557","10343505","3001792","Amazon.com, Inc.","79541 Rippee Road",53700,53700,53700,80550,1.3,10.5,0,2018,2018,2,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.841481,-119.657935
"Amazon.com, Inc.","PDX62","12536","10343476","3001792","Amazon.com, Inc.","73579 Lewis & Clark Dr",53400,53400,53400,80100,1.3,10.5,0,2017,2017,4,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.853769,-119.630024
"Amazon.com, Inc.","PDX63","14310","10362533","3001792","Amazon.com, Inc.","81718 Lind Road",42300,42300,42300,55000,1.3,8.79,0,2020,2020,1,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.901475,-119.320483
"Amazon.com, Inc.","PDX63","14318","10362541","3001792","Amazon.com, Inc.","81712 Lind Road",50000,50000,50000,65000,1.3,11.21,0,2022,2022,3,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.905266,-119.320148
"Amazon.com, Inc.","PDX64","14311","10362534","3001792","Amazon.com, Inc.","75288 Lewis & Clark Dr",42300,42300,42300,55000,1.3,9.08,0,2020,2020,3,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.846705,-119.60702
"Amazon.com, Inc.","PDX65","14312","10362535","3001792","Amazon.com, Inc.","81714 Lind Road",42300,42300,42300,55000,1.3,9.39,0,2020,2020,4,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.902756,-119.320727
"Amazon.com, Inc.","PDX66","14317","10362540","3001792","Amazon.com, Inc.","75282 Lewis & Clark Dr",51900,51900,51900,67500,1.3,10.78,0,2021,2021,4,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.846564,-119.608951
"Amazon.com, Inc.","PDX67","14313","10362536","3001792","Amazon.com, Inc.","81716 Lind Road",42300,42300,42300,55000,1.3,9.61,0,2021,2021,2,NA,NA,NA,"Operational","Hyperscale","Multi","Umatilla","OR","Oregon","97882",45.903755,-119.320544
"Amazon.com, Inc.","PDX80","12776","10343762","3001792","Amazon.com, Inc.","Westland Rd",42399.9,42399.9,42399.9,63600,1.3,10.5,0,2022,2022,4,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97838",45.799169,-119.366704
"Amazon.com, Inc.","PDX81","12807","10343820","3001792","Amazon.com, Inc.","Westland Rd",42399.9,42399.9,42399.9,63600,1.3,10.5,0,2023,2023,4,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97838",45.79913,-119.361846
"Amazon.com, Inc.","PDX82","12672","10343642","3001792","Amazon.com, Inc.","Westland Rd",42600,42600,42600,63900,1.3,10.5,0,2021,2021,1,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97838",45.797798,-119.366612
"Amazon.com, Inc.","PDX83","12717","10343696","3001792","Amazon.com, Inc.","Westland Rd",42399.9,42399.9,42399.9,63600,1.3,10.5,0,2021,2021,4,NA,NA,NA,"Operational","Hyperscale","Single","Umatilla","OR","Oregon","97838",45.797695,-119.362031
"Amazon.com, Inc.","PDX90","14315","10362538","3001792","Amazon.com, Inc.","79392 Olson Road",42300,42300,42300,55000,1.3,9.24,0,2021,2021,2,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.83799,-119.688445
"Amazon.com, Inc.","PDX91","14314","10362537","3001792","Amazon.com, Inc.","7939 Olson Road",42300,42300,42300,55000,1.3,9.24,0,2021,2021,2,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.837579,-119.693166
"Amazon.com, Inc.","PDX92","14316","10362539","3001792","Amazon.com, Inc.","79388 Olson Road",50000,50000,50000,65000,1.3,10.42,0,2021,2021,3,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.836578,-119.689797
"Amazon.com, Inc.","PDX93","14319","10362542","3001792","Amazon.com, Inc.","79386 Olson Road",50000,50000,50000,65000,1.3,10.42,0,2022,2022,3,NA,NA,NA,"Operational","Hyperscale","Single","Morrow","OR","Oregon","97818",45.836249,-119.694002
"Amazon.com, Inc.","PDX?","14345","10362568","3001792","Amazon.com, Inc.","77954 Cottonwood Bend",0,0,0,65000,1.3,0,0,NA,NA,NA,NA,NA,NA,"Planned","Hyperscale","Single","Umatilla","OR","Oregon",NA,45.807904,-119.361773
"Blue Hill Data Services","Pearl River","7900","10340596","4340613","Blue Hill Data Services","2 Blue Hill Plaza #1614",6500,6500,3900,12350,1.9,3.5,13.37,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Rockland","NY","New York","10965",41.047486,-74.009732
"Hut 8 Mining Corp.","Pecos","14469","10362689","9361208","Hut 8 Mining Corp.","313 FM 516",42000,42000,42000,46200,1.1,0,0,2022,2022,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Ward","TX","Texas","79719",31.513597,-103.449429
"Core Scientific, Inc.","Pecos  TX","14474","10362694","10959317","Core Scientific, Inc.","1939 FM 2119",50000,50000,50000,55000,1.1,0,0,2022,2022,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Reeves","TX","Texas","79772",31.540984,-103.817712
"Pemberton Tech Center","Pemberton Tech Center 1","13351","10363604","124598025","Pemberton Tech Center","Centreport Parkway",0,0,0,90000,1.3,0,0,2026,2026,4,NA,NA,NA,"Planned","Powered Shell","Multi","Stafford","VA","Virginia","22406",38.386612,-77.458305
"Pemberton Tech Center","Pemberton Tech Center 1","13352","10363605","124598025","Pemberton Tech Center","Centreport Parkway",0,0,0,90000,1.3,0,0,2029,2029,4,NA,NA,NA,"Planned","Powered Shell","Multi","Stafford","VA","Virginia","22406",38.386612,-77.458305
"Pemberton Tech Center","Pemberton Tech Center 1","13353","10363606","124598025","Pemberton Tech Center","Centreport Parkway",0,0,0,90000,1.3,0,0,2030,2029,4,NA,NA,NA,"Planned","Powered Shell","Multi","Stafford","VA","Virginia","22406",38.386612,-77.458305
"TierPoint, LLC","PEN1","2254","10183816","4617160","TierPoint, LLC","9999 Hamilton Boulevard",5431,5431,3530.15,9000,1.6,3.26,20.46,2011,2011,1,NA,NA,NA,"Operational","Retail","Multi","Lehigh","PA","Pennsylvania","18031",40.54439,-75.65523
"Verizon Communications Inc.","PEN1","2304","10320230","4057229","Verizon Communications Inc.","991 Peiffers Lane",447,447,312.9,760,1.7,5.25,0.79,NA,2013,1,NA,NA,NA,"Operational","Retail","Multi","Dauphin","PA","Pennsylvania","17109",40.275841,-76.81844
"TierPoint, LLC","PEN2","2255","10183818","4617160","TierPoint, LLC","3949 Schelden Circle",2194,2194,2106.24,5564,1.6,8.75,4.04,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Northampton","PA","Pennsylvania","18017",40.67515,-75.37801
"Verizon Communications Inc.","PEN2","2305","10320233","4057229","Verizon Communications Inc.","3 Allegheny Center",447,447,312.9,760,1.7,5.25,0.87,NA,2013,1,NA,NA,NA,"Operational","Retail","Multi","Allegheny","PA","Pennsylvania","15212",40.453786,-80.007377
"TierPoint, LLC","PEN3","2256","10183820","4617160","TierPoint, LLC","1000 Adams Avenue",13009,13009,10537.29,23000,1.7,8.75,20.23,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Montgomery","PA","Pennsylvania","19403",40.12173,-75.420895
"Sprint","Pennsauken","8046","10340655","29367860","Sprint","4101 Maple Avenue",35,35,0,63,1.8,2.45,0,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Camden","NJ","New Jersey","08109",39.948899,-75.065951
"Data Concepts, Inc.","Pensacola","2620","10320470","7109464","Data Concepts, Inc.","3 W. Garden Street, Suite 326",50,50,0,75,1.5,3.6,0,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Escambia","FL","Florida","32502",30.41233,-87.215704
"A5 Corporation","Peoria","8037","10340621","5259553","A5 Corporation","606 NE Jefferson St",250,250,250,500,1.8,4.38,0.84,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Peoria","IL","Illinois","61603",40.69669,-89.583837
"AVAIO Digital Management, LLC","Perseus","48514",NA,"124071572","AVAIO Digital Management, LLC","2232 Golf Club Road",NA,NA,NA,94000,1.5,NA,0,2027,2027,4,NA,NA,NA,"Planned","Wholesale",NA,"Contra Costa","CA","California","94565",38.012556,-121.912381
"Digital Egg Investments, LLC","Peru","14653","10362867","133981704","Digital Egg Investments, LLC",NA,0,0,0,0,1.1,0,0,NA,NA,NA,NA,NA,NA,"Planned","Cryptocurrency","Single","Miami","IN","Indiana",NA,40.75988,-86.05976
"Thin-nology LLC","Pflugerville","6843","10340270","9311632","Thin-nology LLC","3804 Helios Way",600,600,120,900,1.5,2.1,0.63,2017,2017,3,2017,NA,NA,"Operational","Retail","Multi","Travis","TX","Texas","78660",30.421182,-97.591608
